id;nom;description
1936;estimated_art_coverage_percent;estimated_art_coverage_percent
1937;estimated_art_coverage_percent;estimated_art_coverage_percent
1938;estimated_art_coverage_percent;estimated_art_coverage_percent
1939;estimated_art_coverage_percent;estimated_art_coverage_percent
1940;estimated_art_coverage_percent;estimated_art_coverage_percent
1941;estimated_art_coverage_percent;estimated_art_coverage_percent
1942;estimated_art_coverage_percent;estimated_art_coverage_percent
1943;estimated_art_coverage_percent;estimated_art_coverage_percent
1944;estimated_art_coverage_percent;estimated_art_coverage_percent
1945;estimated_art_coverage_percent;estimated_art_coverage_percent
1946;estimated_art_coverage_percent;estimated_art_coverage_percent
1947;estimated_art_coverage_percent;estimated_art_coverage_percent
1948;estimated_art_coverage_percent;estimated_art_coverage_percent
1949;estimated_art_coverage_percent;estimated_art_coverage_percent
1950;estimated_art_coverage_percent;estimated_art_coverage_percent
1951;estimated_art_coverage_percent;estimated_art_coverage_percent
1952;estimated_art_coverage_percent;estimated_art_coverage_percent
1953;estimated_art_coverage_percent;estimated_art_coverage_percent
1954;estimated_art_coverage_percent;estimated_art_coverage_percent
1955;estimated_art_coverage_percent;estimated_art_coverage_percent
1956;estimated_art_coverage_percent;estimated_art_coverage_percent
1957;estimated_art_coverage_percent;estimated_art_coverage_percent
1958;estimated_art_coverage_percent;estimated_art_coverage_percent
1959;estimated_art_coverage_percent;estimated_art_coverage_percent
1960;estimated_art_coverage_percent;estimated_art_coverage_percent
1961;estimated_art_coverage_percent;estimated_art_coverage_percent
1962;estimated_art_coverage_percent;estimated_art_coverage_percent
1963;estimated_art_coverage_percent;estimated_art_coverage_percent
1964;estimated_art_coverage_percent;estimated_art_coverage_percent
1965;estimated_art_coverage_percent;estimated_art_coverage_percent
1966;estimated_art_coverage_percent;estimated_art_coverage_percent
1967;estimated_art_coverage_percent;estimated_art_coverage_percent
1968;estimated_art_coverage_percent;estimated_art_coverage_percent
1969;estimated_art_coverage_percent;estimated_art_coverage_percent
1970;estimated_art_coverage_percent;estimated_art_coverage_percent
1971;estimated_art_coverage_percent;estimated_art_coverage_percent
1972;estimated_art_coverage_percent;estimated_art_coverage_percent
1973;estimated_art_coverage_percent;estimated_art_coverage_percent
1974;estimated_art_coverage_percent;estimated_art_coverage_percent
1975;estimated_art_coverage_percent;estimated_art_coverage_percent
1976;estimated_art_coverage_percent;estimated_art_coverage_percent
1977;estimated_art_coverage_percent;estimated_art_coverage_percent
1978;estimated_art_coverage_percent;estimated_art_coverage_percent
1979;estimated_art_coverage_percent;estimated_art_coverage_percent
1980;estimated_art_coverage_percent;estimated_art_coverage_percent
1981;estimated_art_coverage_percent;estimated_art_coverage_percent
1982;estimated_art_coverage_percent;estimated_art_coverage_percent
1983;estimated_art_coverage_percent;estimated_art_coverage_percent
1984;estimated_art_coverage_percent;estimated_art_coverage_percent
1985;estimated_art_coverage_percent;estimated_art_coverage_percent
1986;estimated_art_coverage_percent;estimated_art_coverage_percent
1987;estimated_art_coverage_percent;estimated_art_coverage_percent
1988;estimated_art_coverage_percent;estimated_art_coverage_percent
1989;estimated_art_coverage_percent;estimated_art_coverage_percent
1990;estimated_art_coverage_percent;estimated_art_coverage_percent
1991;estimated_art_coverage_percent;estimated_art_coverage_percent
1992;estimated_art_coverage_percent;estimated_art_coverage_percent
1993;estimated_art_coverage_percent;estimated_art_coverage_percent
1994;estimated_art_coverage_percent;estimated_art_coverage_percent
1995;estimated_art_coverage_percent;estimated_art_coverage_percent
1996;estimated_art_coverage_percent;estimated_art_coverage_percent
1997;estimated_art_coverage_percent;estimated_art_coverage_percent
1998;estimated_art_coverage_percent;estimated_art_coverage_percent
1999;estimated_art_coverage_percent;estimated_art_coverage_percent
2000;estimated_art_coverage_percent;estimated_art_coverage_percent
2001;estimated_art_coverage_percent;estimated_art_coverage_percent
2002;estimated_art_coverage_percent;estimated_art_coverage_percent
2003;estimated_art_coverage_percent;estimated_art_coverage_percent
2004;estimated_art_coverage_percent;estimated_art_coverage_percent
2005;estimated_art_coverage_percent;estimated_art_coverage_percent
2006;estimated_art_coverage_percent;estimated_art_coverage_percent
2007;estimated_art_coverage_percent;estimated_art_coverage_percent
2008;estimated_art_coverage_percent;estimated_art_coverage_percent
2009;estimated_art_coverage_percent;estimated_art_coverage_percent
2010;estimated_art_coverage_percent;estimated_art_coverage_percent
2011;estimated_art_coverage_percent;estimated_art_coverage_percent
2012;estimated_art_coverage_percent;estimated_art_coverage_percent
2013;estimated_art_coverage_percent;estimated_art_coverage_percent
2014;estimated_art_coverage_percent;estimated_art_coverage_percent
2015;estimated_art_coverage_percent;estimated_art_coverage_percent
2016;estimated_art_coverage_percent;estimated_art_coverage_percent
2017;estimated_art_coverage_percent;estimated_art_coverage_percent
2018;estimated_art_coverage_percent;estimated_art_coverage_percent
2019;estimated_art_coverage_percent;estimated_art_coverage_percent
2020;estimated_art_coverage_percent;estimated_art_coverage_percent
2021;estimated_art_coverage_percent;estimated_art_coverage_percent
2022;estimated_art_coverage_percent;estimated_art_coverage_percent
2023;estimated_art_coverage_percent;estimated_art_coverage_percent
2024;estimated_art_coverage_percent;estimated_art_coverage_percent
2025;estimated_art_coverage_percent;estimated_art_coverage_percent
2026;estimated_art_coverage_percent;estimated_art_coverage_percent
2027;estimated_art_coverage_percent;estimated_art_coverage_percent
2028;estimated_art_coverage_percent;estimated_art_coverage_percent
2029;estimated_art_coverage_percent;estimated_art_coverage_percent
2030;estimated_art_coverage_percent;estimated_art_coverage_percent
2031;estimated_art_coverage_percent;estimated_art_coverage_percent
2032;estimated_art_coverage_percent;estimated_art_coverage_percent
2033;estimated_art_coverage_percent;estimated_art_coverage_percent
2034;estimated_art_coverage_percent;estimated_art_coverage_percent
2035;estimated_art_coverage_percent;estimated_art_coverage_percent
2036;estimated_art_coverage_percent;estimated_art_coverage_percent
2037;estimated_art_coverage_percent;estimated_art_coverage_percent
2038;estimated_art_coverage_percent;estimated_art_coverage_percent
2039;estimated_art_coverage_percent;estimated_art_coverage_percent
2040;estimated_art_coverage_percent;estimated_art_coverage_percent
2041;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2042;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2043;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2044;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2045;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2046;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2047;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2048;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2049;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2050;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2051;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2052;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2053;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2054;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2055;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2056;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2057;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2058;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2059;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2060;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2061;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2062;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2063;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2064;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2065;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2066;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2067;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2068;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2069;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2070;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2071;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2072;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2073;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2074;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2075;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2076;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2077;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2078;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2079;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2080;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2081;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2082;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2083;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2084;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2085;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2086;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2087;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2088;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2089;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2090;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2091;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2092;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2093;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2094;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2095;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2096;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2097;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2098;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2099;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2100;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2101;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2102;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2103;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2104;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2105;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2106;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2107;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2108;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2109;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2110;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2111;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2112;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2113;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2114;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2115;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2116;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2117;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2118;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2119;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2120;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2121;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2122;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2123;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2124;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2125;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2126;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2127;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2128;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2129;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2130;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2131;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2132;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2133;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2134;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2135;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2136;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2137;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2138;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2139;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2140;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2141;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2142;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2143;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2144;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2145;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2146;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2147;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2148;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2149;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2150;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2151;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2152;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2153;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2154;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2155;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2156;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2157;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2158;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2159;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2160;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2161;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2162;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2163;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2164;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2165;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2166;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2167;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2168;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2169;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2170;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2171;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2172;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2173;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2174;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2175;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2176;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2177;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2178;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2179;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2180;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2181;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2182;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2183;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2184;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2185;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2186;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2187;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2188;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2189;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2190;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2191;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2192;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2193;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2194;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2195;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2196;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2197;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2198;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2199;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2200;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2201;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2202;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2203;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2204;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2205;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2206;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2207;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2208;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2209;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2210;estimated_children_art_coverage_percent;estimated_children_art_coverage_percent
2211;estimated_children_needing_art;estimated_children_needing_art
2212;estimated_children_needing_art;estimated_children_needing_art
2213;estimated_children_needing_art;estimated_children_needing_art
2214;estimated_children_needing_art;estimated_children_needing_art
2215;estimated_children_needing_art;estimated_children_needing_art
2216;estimated_children_needing_art;estimated_children_needing_art
2217;estimated_children_needing_art;estimated_children_needing_art
2218;estimated_children_needing_art;estimated_children_needing_art
2219;estimated_children_needing_art;estimated_children_needing_art
2220;estimated_children_needing_art;estimated_children_needing_art
2221;estimated_children_needing_art;estimated_children_needing_art
2222;estimated_children_needing_art;estimated_children_needing_art
2223;estimated_children_needing_art;estimated_children_needing_art
2224;estimated_children_needing_art;estimated_children_needing_art
2225;estimated_children_needing_art;estimated_children_needing_art
2226;estimated_children_needing_art;estimated_children_needing_art
2227;estimated_children_needing_art;estimated_children_needing_art
2228;estimated_children_needing_art;estimated_children_needing_art
2229;estimated_children_needing_art;estimated_children_needing_art
2230;estimated_children_needing_art;estimated_children_needing_art
2231;estimated_children_needing_art;estimated_children_needing_art
2232;estimated_children_needing_art;estimated_children_needing_art
2233;estimated_children_needing_art;estimated_children_needing_art
2234;estimated_children_needing_art;estimated_children_needing_art
2235;estimated_children_needing_art;estimated_children_needing_art
2236;estimated_children_needing_art;estimated_children_needing_art
2237;estimated_children_needing_art;estimated_children_needing_art
2238;estimated_children_needing_art;estimated_children_needing_art
2239;estimated_children_needing_art;estimated_children_needing_art
2240;estimated_children_needing_art;estimated_children_needing_art
2241;estimated_children_needing_art;estimated_children_needing_art
2242;estimated_children_needing_art;estimated_children_needing_art
2243;estimated_children_needing_art;estimated_children_needing_art
2244;estimated_children_needing_art;estimated_children_needing_art
2245;estimated_children_needing_art;estimated_children_needing_art
2246;estimated_children_needing_art;estimated_children_needing_art
2247;estimated_children_needing_art;estimated_children_needing_art
2248;estimated_children_needing_art;estimated_children_needing_art
2249;estimated_children_needing_art;estimated_children_needing_art
2250;estimated_children_needing_art;estimated_children_needing_art
2251;estimated_children_needing_art;estimated_children_needing_art
2252;estimated_children_needing_art;estimated_children_needing_art
2253;estimated_children_needing_art;estimated_children_needing_art
2254;estimated_children_needing_art;estimated_children_needing_art
2255;estimated_children_needing_art;estimated_children_needing_art
2256;estimated_children_needing_art;estimated_children_needing_art
2257;estimated_children_needing_art;estimated_children_needing_art
2258;estimated_children_needing_art;estimated_children_needing_art
2259;estimated_children_needing_art;estimated_children_needing_art
2260;estimated_children_needing_art;estimated_children_needing_art
2261;estimated_children_needing_art;estimated_children_needing_art
2262;estimated_children_needing_art;estimated_children_needing_art
2263;estimated_children_needing_art;estimated_children_needing_art
2264;estimated_children_needing_art;estimated_children_needing_art
2265;estimated_children_needing_art;estimated_children_needing_art
2266;estimated_children_needing_art;estimated_children_needing_art
2267;estimated_children_needing_art;estimated_children_needing_art
2268;estimated_children_needing_art;estimated_children_needing_art
2269;estimated_children_needing_art;estimated_children_needing_art
2270;estimated_children_needing_art;estimated_children_needing_art
2271;estimated_children_needing_art;estimated_children_needing_art
2272;estimated_children_needing_art;estimated_children_needing_art
2273;estimated_children_needing_art;estimated_children_needing_art
2274;estimated_children_needing_art;estimated_children_needing_art
2275;estimated_children_needing_art;estimated_children_needing_art
2276;estimated_children_needing_art;estimated_children_needing_art
2277;estimated_children_needing_art;estimated_children_needing_art
2278;estimated_children_needing_art;estimated_children_needing_art
2279;estimated_children_needing_art;estimated_children_needing_art
2280;estimated_children_needing_art;estimated_children_needing_art
2281;estimated_children_needing_art;estimated_children_needing_art
2282;estimated_children_needing_art;estimated_children_needing_art
2283;estimated_children_needing_art;estimated_children_needing_art
2284;estimated_children_needing_art;estimated_children_needing_art
2285;estimated_children_needing_art;estimated_children_needing_art
2286;estimated_children_needing_art;estimated_children_needing_art
2287;estimated_children_needing_art;estimated_children_needing_art
2288;estimated_children_needing_art;estimated_children_needing_art
2289;estimated_children_needing_art;estimated_children_needing_art
2290;estimated_children_needing_art;estimated_children_needing_art
2291;estimated_children_needing_art;estimated_children_needing_art
2292;estimated_children_needing_art;estimated_children_needing_art
2293;estimated_children_needing_art;estimated_children_needing_art
2294;estimated_children_needing_art;estimated_children_needing_art
2295;estimated_children_needing_art;estimated_children_needing_art
2296;estimated_children_needing_art;estimated_children_needing_art
2297;estimated_children_needing_art;estimated_children_needing_art
2298;estimated_children_needing_art;estimated_children_needing_art
2299;estimated_children_needing_art;estimated_children_needing_art
2300;estimated_children_needing_art;estimated_children_needing_art
2301;estimated_children_needing_art;estimated_children_needing_art
2302;estimated_children_needing_art;estimated_children_needing_art
2303;estimated_children_needing_art;estimated_children_needing_art
2304;estimated_children_needing_art;estimated_children_needing_art
2305;estimated_children_needing_art;estimated_children_needing_art
2306;estimated_children_needing_art;estimated_children_needing_art
2307;estimated_children_needing_art;estimated_children_needing_art
2308;estimated_children_needing_art;estimated_children_needing_art
2309;estimated_children_needing_art;estimated_children_needing_art
2310;estimated_children_needing_art;estimated_children_needing_art
2311;estimated_children_needing_art;estimated_children_needing_art
2312;estimated_children_needing_art;estimated_children_needing_art
2313;estimated_children_needing_art;estimated_children_needing_art
2314;estimated_children_needing_art;estimated_children_needing_art
2315;estimated_children_needing_art;estimated_children_needing_art
2316;estimated_children_needing_art;estimated_children_needing_art
2317;estimated_children_needing_art;estimated_children_needing_art
2318;estimated_children_needing_art;estimated_children_needing_art
2319;estimated_children_needing_art;estimated_children_needing_art
2320;estimated_children_needing_art;estimated_children_needing_art
2321;estimated_children_needing_art;estimated_children_needing_art
2322;estimated_children_needing_art;estimated_children_needing_art
2323;estimated_children_needing_art;estimated_children_needing_art
2324;estimated_children_needing_art;estimated_children_needing_art
2325;estimated_children_needing_art;estimated_children_needing_art
2326;estimated_children_needing_art;estimated_children_needing_art
2327;estimated_children_needing_art;estimated_children_needing_art
2328;estimated_children_needing_art;estimated_children_needing_art
2329;estimated_children_needing_art;estimated_children_needing_art
2330;estimated_children_needing_art;estimated_children_needing_art
2331;estimated_children_needing_art;estimated_children_needing_art
2332;estimated_children_needing_art;estimated_children_needing_art
2333;estimated_children_needing_art;estimated_children_needing_art
2334;estimated_children_needing_art;estimated_children_needing_art
2335;estimated_children_needing_art;estimated_children_needing_art
2336;estimated_children_needing_art;estimated_children_needing_art
2337;estimated_children_needing_art;estimated_children_needing_art
2338;estimated_children_needing_art;estimated_children_needing_art
2339;estimated_children_needing_art;estimated_children_needing_art
2340;estimated_children_needing_art;estimated_children_needing_art
2341;estimated_children_needing_art;estimated_children_needing_art
2342;estimated_children_needing_art;estimated_children_needing_art
2343;estimated_children_needing_art;estimated_children_needing_art
2344;estimated_children_needing_art;estimated_children_needing_art
2345;estimated_children_needing_art;estimated_children_needing_art
2346;estimated_children_needing_art;estimated_children_needing_art
2347;estimated_children_needing_art;estimated_children_needing_art
2348;estimated_children_needing_art;estimated_children_needing_art
2349;estimated_children_needing_art;estimated_children_needing_art
2350;estimated_children_needing_art;estimated_children_needing_art
2351;estimated_children_needing_art;estimated_children_needing_art
2352;estimated_children_needing_art;estimated_children_needing_art
2353;estimated_children_needing_art;estimated_children_needing_art
2354;estimated_children_needing_art;estimated_children_needing_art
2355;estimated_children_needing_art;estimated_children_needing_art
2356;estimated_children_needing_art;estimated_children_needing_art
2357;estimated_children_needing_art;estimated_children_needing_art
2358;estimated_children_needing_art;estimated_children_needing_art
2359;estimated_children_needing_art;estimated_children_needing_art
2360;estimated_children_needing_art;estimated_children_needing_art
2361;estimated_children_needing_art;estimated_children_needing_art
2362;estimated_children_needing_art;estimated_children_needing_art
2363;estimated_children_needing_art;estimated_children_needing_art
2364;estimated_children_needing_art;estimated_children_needing_art
2365;estimated_children_needing_art;estimated_children_needing_art
2366;estimated_children_needing_art;estimated_children_needing_art
2367;estimated_children_needing_art;estimated_children_needing_art
2368;estimated_children_needing_art;estimated_children_needing_art
2369;estimated_children_needing_art;estimated_children_needing_art
2370;estimated_children_needing_art;estimated_children_needing_art
2371;estimated_children_needing_art;estimated_children_needing_art
2372;estimated_children_needing_art;estimated_children_needing_art
2373;estimated_children_needing_art;estimated_children_needing_art
2374;estimated_children_needing_art;estimated_children_needing_art
2375;estimated_children_needing_art;estimated_children_needing_art
2376;estimated_children_needing_art;estimated_children_needing_art
2377;estimated_children_needing_art;estimated_children_needing_art
2378;estimated_children_needing_art;estimated_children_needing_art
2379;estimated_children_needing_art;estimated_children_needing_art
2380;estimated_children_needing_art;estimated_children_needing_art
2381;estimated_living_with_hiv;estimated_living_with_hiv
2382;estimated_living_with_hiv;estimated_living_with_hiv
2383;estimated_living_with_hiv;estimated_living_with_hiv
2384;estimated_living_with_hiv;estimated_living_with_hiv
2385;estimated_living_with_hiv;estimated_living_with_hiv
2386;estimated_living_with_hiv;estimated_living_with_hiv
2387;estimated_living_with_hiv;estimated_living_with_hiv
2388;estimated_living_with_hiv;estimated_living_with_hiv
2389;estimated_living_with_hiv;estimated_living_with_hiv
2390;estimated_living_with_hiv;estimated_living_with_hiv
2391;estimated_living_with_hiv;estimated_living_with_hiv
2392;estimated_living_with_hiv;estimated_living_with_hiv
2393;estimated_living_with_hiv;estimated_living_with_hiv
2394;estimated_living_with_hiv;estimated_living_with_hiv
2395;estimated_living_with_hiv;estimated_living_with_hiv
2396;estimated_living_with_hiv;estimated_living_with_hiv
2397;estimated_living_with_hiv;estimated_living_with_hiv
2398;estimated_living_with_hiv;estimated_living_with_hiv
2399;estimated_living_with_hiv;estimated_living_with_hiv
2400;estimated_living_with_hiv;estimated_living_with_hiv
2401;estimated_living_with_hiv;estimated_living_with_hiv
2402;estimated_living_with_hiv;estimated_living_with_hiv
2403;estimated_living_with_hiv;estimated_living_with_hiv
2404;estimated_living_with_hiv;estimated_living_with_hiv
2405;estimated_living_with_hiv;estimated_living_with_hiv
2406;estimated_living_with_hiv;estimated_living_with_hiv
2407;estimated_living_with_hiv;estimated_living_with_hiv
2408;estimated_living_with_hiv;estimated_living_with_hiv
2409;estimated_living_with_hiv;estimated_living_with_hiv
2410;estimated_living_with_hiv;estimated_living_with_hiv
2411;estimated_living_with_hiv;estimated_living_with_hiv
2412;estimated_living_with_hiv;estimated_living_with_hiv
2413;estimated_living_with_hiv;estimated_living_with_hiv
2414;estimated_living_with_hiv;estimated_living_with_hiv
2415;estimated_living_with_hiv;estimated_living_with_hiv
2416;estimated_living_with_hiv;estimated_living_with_hiv
2417;estimated_living_with_hiv;estimated_living_with_hiv
2418;estimated_living_with_hiv;estimated_living_with_hiv
2419;estimated_living_with_hiv;estimated_living_with_hiv
2420;estimated_living_with_hiv;estimated_living_with_hiv
